Date;2024-12-03 17:25:31;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [100, 100]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([ -7.94382227,  24.93274046,   1.6217836 ,   5.9096793 ,
        20.32096719, -15.79984498,  -2.66841783,  -3.59021509,
        16.15724977,  -6.92324179, -14.2044729 ,   1.11049339,
         4.98599243,   2.99947163, -10.05634033,   2.92181947,
         0.46644453,   1.3065926 ,  -7.97489749,  -1.10740779,
         9.15184511,   5.89985173,   2.03961914,   3.47366818,
         3.72850143,   2.87465477,  -0.18756104,   2.79399646,
        21.00291176, -13.54693526,  -7.22248731,   3.63461879,
        -2.83904804,  12.90160761,  -9.88005698,   2.67285082,
         0.35930598,  21.01474719,  -5.22960013, -10.30795655])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ -8.22392685,   9.87574883,  -3.72684281, -16.2990759 ,
       -13.41718744,  -6.67476296,   7.86595731,   2.67530402,
        11.20808869,  -4.47851008,  13.98783198,   0.42276548,
        -3.18592015,  -0.8793733 , -13.44206644,  -7.00357058,
        -7.90480439,  -9.42783595,  -1.21540188,  -4.1407832 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 240];['Population', 'Targets'];"['State', array([ -1.05722021,   7.07322079,  -1.0403811 ,   3.00006628,
        15.2237648 , -17.84945671,  -2.49480762,   0.74435281,
         0.5278149 ,  -0.80636481,  -2.63866353,  -0.85114218,
         2.62931676,  -1.74531257,  -2.22176957,   1.161403  ,
        -0.36461073,   1.21269501,  -2.6978319 ,   0.33579648,
         0.58523586,   2.21757294,  -0.32082885,   2.63766835,
         1.03630607,   2.39684045,  -0.7917604 ,   2.88707639,
        20.95081929, -10.08841048,  -1.61577808,   2.22124694,
        -1.07222309,   2.91194543,  -2.16664536,   1.35075828,
         0.9919799 ,   2.42915832,   0.17750224,  -2.49606859])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -1.30168537,   8.90061224,  -3.72684281, -16.2990759 ,
        -2.79920389,   3.53891311,  -2.07797176,   4.87548703,
        17.0806228 , -17.63668067,   4.35728836,  -2.13578356,
        -0.0194283 ,   4.48006536, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.0805774 , -1.72414699,  0.        ,  0.        ,  4.29401576,
        2.51651996,  0.        ,  0.        , -3.47518131, -4.07378358,
       -2.05854989, -0.99823226, -5.16746247, -0.50947725,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 250];['Population', 'Targets'];"['State', array([ -0.60800744,   6.45363171,  -0.79826315,   2.0453357 ,
        14.7525785 , -17.86038728,  -2.16563085,  -0.0713829 ,
         0.52511727,  -0.75295574,  -2.46997804,  -1.05694237,
         1.71784898,  -1.36124601,  -1.56074525,   0.66632361,
        -0.36126655,   1.32288232,  -2.39884696,  -0.3487006 ,
         0.61225131,   1.70158532,  -0.37667379,   1.89625936,
         1.27048591,   1.95195426,  -0.60739019,   1.97976925,
        20.98994597, -10.08788471,  -0.95494015,   1.77439641,
        -0.80986079,   2.06126095,  -1.43923287,   0.62557804,
         1.17683519,   1.91351729,   0.10033427,  -2.53189351])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -1.02727362,   8.11200026,  -3.72684281, -16.2990759 ,
        -3.29857855,   0.33387745,  -2.07797176,   4.87548703,
        20.34412757, -13.03029812,   2.31782851,  -2.9030048 ,
         1.02593374,   3.64481706, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.91225613, -1.32028514,  0.        ,  0.        , -1.5205924 ,
       -5.85659461,  0.        ,  0.        ,  6.1901565 ,  8.40503036,
       -7.4784091 , -3.24942587,  3.14339932, -1.82819632,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 260];['Population', 'Targets'];"['State', array([  0.14299874,   5.59989288,  -1.0491077 ,   1.46192498,
        14.84007394, -17.91939682,  -1.32028827,   0.09001391,
         0.58828009,  -0.96464354,  -1.23170604,  -1.75361687,
         1.51563741,  -1.01052141,  -1.10865071,   0.84229042,
        -0.47444458,   1.05370051,  -1.17597327,  -0.48756537,
         0.47573669,   1.02472899,  -0.67765693,   1.21844841,
         1.39607503,   1.30267003,  -0.90718332,   1.37133437,
        21.03037898,  -9.99196113,  -1.20914886,   1.34498341,
        -1.20521886,   1.48227943,  -1.28535534,   0.64743495,
         1.2591513 ,   1.25728759,  -0.81087992,  -1.98047375])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ -0.35022581,   7.39770795,  -3.72684281, -16.2990759 ,
        -2.82124087,  -1.88355683,  -2.07797176,   4.87548703,
        20.24831973, -13.00274435,  -0.08820821,  -3.42541762,
        -0.83131433,   3.06399599, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 1.67279887, -1.50979353,  0.        ,  0.        ,  2.5774647 ,
       -3.09114304,  0.        ,  0.        ,  6.80237569,  8.84366802,
       -3.86272203,  0.58441491, -3.83864088, -1.62952885,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 270];['Population', 'Targets'];"['State', array([  0.4031362 ,   4.73097148,  -1.24284266,   1.093548  ,
        15.00895282, -17.87528094,  -1.0106739 ,   0.37239841,
         0.53445713,  -0.48185325,  -0.40722066,  -0.69226244,
         1.54779117,  -0.48335018,  -1.02318136,   0.65010505,
        -0.59062935,   0.62964251,  -0.86168572,   0.02269207,
         0.41558954,   0.37342303,  -0.76765613,   0.88106983,
         1.67218398,   0.55196   ,  -0.99553572,   0.90352704,
        21.0352205 ,  -9.72175209,  -1.2707654 ,   0.98321978,
        -1.4462101 ,   1.14418671,  -1.2149938 ,   0.70409575,
         1.64157658,   0.44972672,  -0.31301095,  -0.7384358 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.25687323,   6.54973676,  -3.72684281, -16.2990759 ,
        -2.28576507,  -0.5107225 ,  -2.07797176,   4.87548703,
        17.8223703 , -16.22275329,   1.59177486,  -2.01876754,
         1.77593067,   2.00050528, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.74653945, -1.6398665 ,  0.        ,  0.        , -0.59834102,
        8.2876385 ,  0.        ,  0.        , -7.15957283, -9.39941607,
        3.98093136,  3.3861614 ,  3.72291007, -2.88052729,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 280];['Population', 'Targets'];"['State', array([ 4.66222979e-01,  3.65777746e+00, -1.26183754e-01,  1.35270513e+00,
        1.45944085e+01, -1.79239250e+01, -9.01849368e-02,  3.89821756e-01,
       -6.30363290e-02, -1.57171016e-01, -3.22028558e-01, -5.90869434e-01,
        2.16031158e-01,  3.60978763e-02, -3.06752742e-02,  9.05386780e-01,
        7.09973116e-03,  6.57610272e-01, -3.58345600e-01, -1.97606392e-01,
       -6.94544982e-02,  3.58486727e-01,  2.65781583e-02,  9.51643623e-01,
        3.23149844e-01,  2.75644939e-01, -9.81965361e-02,  1.06938647e+00,
        2.10515595e+01, -9.69428647e+00, -1.10878471e-02,  1.29887972e+00,
       -1.03747023e-01,  1.81096267e+00, -1.51967836e-01,  8.51794716e-01,
        2.56524756e-01,  1.22213011e-01, -3.60443692e-01, -7.16565484e-01])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.49045891,   5.55369144,  -3.72684281, -16.2990759 ,
        -1.53217493,   2.1238608 ,  -2.07797176,   4.87548703,
        19.22750086, -14.20594305,   1.39893643,  -0.94797984,
         2.10308491,   0.98696675, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.29895689, -2.05777374,  0.        ,  0.        ,  3.58940261,
        3.31066394,  0.        ,  0.        , 10.41800908, 14.16770605,
       -7.78398823, -3.19470666,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 290];['Population', 'Targets'];"['State', array([ 9.63083883e-01,  4.03145729e+00, -7.35575755e-02,  6.69609539e-01,
        1.46681617e+01, -1.78163122e+01, -3.93467212e-01,  6.63532428e-01,
       -5.67039176e-01,  6.52475128e-01, -1.17109390e+00,  5.14509249e-01,
       -2.10002528e-01,  5.85062753e-01, -3.04463028e-01,  6.52809795e-01,
       -1.64236164e-01,  5.77404035e-01, -9.10389671e-01,  7.08519682e-01,
       -3.52573620e-01,  6.36707293e-01, -1.83915922e-01,  6.92020483e-01,
       -1.07865333e-01,  6.02606170e-01, -1.59027569e-01,  7.18382893e-01,
        2.10095193e+01, -9.80126030e+00, -7.90539584e-02,  5.93945951e-01,
       -1.03508949e-02,  8.16444049e-01, -2.85103867e-01,  6.53503370e-01,
       -1.51441427e-01,  5.95958497e-01, -1.63308796e+00,  5.71173036e-01])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.64838103,   5.10723007,  -3.72684281, -16.2990759 ,
        -0.58869497,   2.3889738 ,  -2.07797176,   4.87548703,
        20.89705678, -11.95079385,  -1.57636857,  -0.48027226,
         1.05615348,   3.55177548, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  1.52923825,
       -0.90292161,  0.        ,  0.        ,  4.49710972,  5.74664968,
       -4.238463  ,  4.29316432,  0.52401673,  5.43779666,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 300];['Population', 'Targets'];"['State', array([ 2.99546697e+00,  4.04638078e+00,  4.77836306e-01,  7.63638887e-02,
        1.46228329e+01, -1.78310104e+01,  2.35113292e-01,  6.72072098e-02,
        1.95569795e-01,  2.82715406e-02, -1.34237815e-01, -3.65420822e-02,
        4.01630801e-01,  8.86942642e-02,  3.06778993e-01,  9.65242634e-02,
        3.23303778e-01,  1.63165769e-01, -4.01556877e-04,  1.31514209e-01,
        2.37365788e-01,  1.33207439e-01,  3.65256439e-01,  1.09179260e-01,
        5.13190363e-01,  1.55257155e-01,  4.01326031e-01,  7.30353339e-02,
        2.09053229e+01, -9.37602111e+00,  4.69155556e-01,  1.60786427e-01,
        5.06196472e-01,  2.40387660e-01,  3.81754041e-01,  1.84414353e-01,
        3.89705541e-01,  8.58207799e-02, -1.76468985e+00,  1.43351801e+00])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.64838103,   5.10723007,  -3.72684281, -16.2990759 ,
        -1.63147607,   2.01472573,  -2.07797176,   4.87548703,
        17.70849684, -15.8903504 ,  -2.38887548,   1.04828632,
         2.17091262,   5.13170736, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([  0.        ,   0.        ,   0.        ,   0.        ,
        -3.77666928,   1.26354144,   0.        ,   0.        ,
        -8.04713243, -10.26705371,   0.        ,   0.        ,
         4.83785348,   0.32918857,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 310];['Population', 'Targets'];"['State', array([ 3.18094723e+00,  2.67043036e+00,  6.60644515e-01,  1.35844875e-03,
        1.41898802e+01, -1.79389022e+01,  3.97447590e-01, -7.69552574e-02,
        4.19683943e-01, -1.97088749e-01,  1.32324126e-01, -3.35525187e-01,
        5.54025259e-01, -9.37342844e-02,  5.22391131e-01, -6.87968641e-02,
        5.00087349e-01,  3.55755610e-02,  3.60018671e-01, -4.64020221e-02,
        4.76560211e-01, -7.58877912e-02,  7.03659502e-01,  1.16611157e-01,
        6.00556026e-01, -1.82992849e-02,  4.72940040e-01, -2.34845636e-02,
        2.09390329e+01, -9.45264344e+00,  5.19504362e-01,  4.07938255e-02,
        6.93365892e-01,  3.87982869e-02,  6.51353195e-01,  1.36004859e-01,
        5.48740068e-01,  7.87536947e-02,  5.03690767e-01,  6.07763735e-01])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.64838103,   5.10723007,  -3.72684281, -16.2990759 ,
        -1.91025367,   2.0510645 ,  -2.07797176,   4.87548703,
        17.67386456, -15.79914268,  -0.54109374,   1.74666097,
         3.73239148,   4.29902735, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        , 15.52649133, 20.69104437,
        5.3268262 ,  0.31433849,  1.50108958, -2.40117541,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 320];['Population', 'Targets'];"['State', array([  2.64500707,   1.74542472,   0.40136948,  -1.43862415,
        14.21986801, -17.906447  ,   0.06376733,  -1.42382413,
        -0.06575613,  -1.35515822,  -0.41261874,  -1.08245219,
         0.1356232 ,  -1.36986934,   0.28931921,  -1.41587894,
         0.16914314,  -1.28094399,  -0.12085535,  -1.21105345,
         0.09377173,  -1.28788983,   0.6771551 ,  -1.52051029,
         0.42808925,  -1.44516315,  -0.08981207,  -1.21958576,
        20.93546228,  -9.30755349,   0.48437876,  -1.47449552,
         0.55591074,  -1.52946522,   0.50224468,  -1.4273745 ,
         0.27675726,  -1.35895235,   0.62620191,  -1.23533608])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.64838103,   5.10723007,  -3.72684281, -16.2990759 ,
        -1.91025367,   2.0510645 ,  -2.07797176,   4.87548703,
        21.21215004, -11.09643514,   1.25616736,  -0.75400666,
         3.84071761,   3.15456069, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  3.13378561,  4.2534067 ,
        0.45662678, -5.83394135, -0.35328797, -2.29218551,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 330];['Population', 'Targets'];"['State', array([  2.03938593,   1.03716944,  -1.0490128 ,  -1.36617353,
        14.19552728, -17.89562517,  -1.18496194,  -1.17317047,
        -1.15889183,  -1.16752095,  -1.01060194,  -0.74026685,
        -1.22222577,  -1.39442691,  -1.10261222,  -1.34495802,
        -0.97313192,  -1.08507033,  -0.95865679,  -0.87027116,
        -1.06953799,  -1.00421195,  -1.09363575,  -2.00148928,
        -1.12664007,  -1.39892883,  -1.04196686,  -0.96242914,
        20.79289965,  -8.77554211,  -1.12356063,  -1.50718885,
        -1.13725862,  -1.90932795,  -1.07537256,  -1.37531376,
        -1.09167616,  -1.17033292,  -0.74154002,  -0.92980686])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.64838103,   5.10723007,  -3.72684281, -16.2990759 ,
        -1.91025367,   2.0510645 ,  -2.07797176,   4.87548703,
        16.74596326, -16.65422824,  -0.15446478,  -2.8158455 ,
         3.46400288,   2.17177421, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        , -6.25377418, -7.81265578,
       -4.49105227, -1.56138055, -0.96913992, -1.86506354,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
['Step', 340];['Population', 'Targets'];"['State', array([  1.24195402,   0.58590657,  -0.98668445,  -0.49248026,
        13.33558447, -17.85806988,  -1.33289796,  -0.38739552,
        -1.22984459,  -0.43126882,  -0.8633007 ,  -0.20915378,
        -1.32889348,  -0.34161745,  -1.23054817,  -0.49245178,
        -0.87322275,  -0.40615599,  -0.93172514,  -0.36764084,
        -1.04068045,  -0.33599309,  -1.67359751,  -0.54007284,
        -1.20720675,  -0.48148665,  -1.00740744,  -0.32691611,
        20.77342652,  -8.68462864,  -1.34055146,  -0.47592112,
        -1.37856184,  -0.51562928,  -1.14296252,  -0.38660496,
        -1.18645948,  -0.39408977,  -0.66654064,  -0.36371527])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([  0.64838103,   5.10723007,  -3.72684281, -16.2990759 ,
        -1.91025367,   2.0510645 ,  -2.07797176,   4.87548703,
        16.14624437, -16.99947457,  -2.08444785,  -2.09385107,
         2.84138526,   1.45761948, -13.44206644,  -7.00357058,
        -3.73491466,   6.35378656,  -5.40843208,   5.69779306])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        , 20.24056132, 27.43933523,
       -2.62360953,  3.21508992, -1.56874891, -1.01761768,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x000001DDF5FA92D0>],
      dtype=object)]"
