Date;2024-12-03 17:35:26;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [50, 50]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([-11.85377453,  -1.10170503,   5.95089577,  11.21252367,
         3.36873381, -24.64647101,  13.80072746,  -0.32130006,
       -10.29742895, -16.90430902,  -3.12327149,  10.41273095,
        11.94017493,  -4.62045034,  -2.29283793,   0.25131094,
       -10.09854348,  -9.54603278,  -6.82632854, -11.32752876,
        -7.77822692,  -1.64286909,  -3.15120584, -14.98383065,
         9.1303766 ,  19.62443635,  -9.45427295,  10.75870748,
         1.37287617,   8.36263334,  -3.32485685,  14.41430418,
        -1.7240608 ,  -5.45368176,  16.68223551,  -4.37115735,
        18.841456  ,  -0.61474803,  -3.51268213,  -0.48215426])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ 20.90296969,  11.710887  ,   6.46289074,   3.10709022,
        12.94840244,   9.50350072,  -0.61560078,   0.22979633,
       -10.05265172, -17.99529521,  -1.23639365,  11.87246665,
       -18.55582611,   0.80753575, -23.2753839 ,  11.94092782,
        10.71892185,  20.93570168,   4.65766044,   0.79744635])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 250];['Population', 'Targets'];"['State', array([-1.38294608, -0.55553806,  1.71271047,  2.71160976,  0.93069957,
       -2.93182706,  2.77470948,  0.02434011, -0.1746317 , -3.20086091,
       -0.61728199,  2.48129956,  2.94321835, -1.23489276, -1.92467496,
        0.98273444, -1.35518234, -1.49318766, -6.11365301, -4.54236061,
       -1.92258709,  1.15635959, -0.03025717, -3.34023053,  2.69321594,
        1.44856917, -1.66662754,  2.5558241 ,  0.85607895,  2.55283888,
       -0.22186406,  2.35072872, -2.05814068, -2.66142553,  1.76399056,
       -2.01552104,  2.95879109, -1.27329975, -1.80841972,  0.90138877])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.0815388 ,  2.62281483,  3.00014938, -3.48537231,  4.75975279,
       -1.88693013, -7.61135217, -5.71954763,  0.64755915, -5.05738517,
        1.20130258,  4.31825917, -3.18161058, -1.86156645, -3.35340206,
        3.02942226,  4.61446301,  0.21223868, -2.55479506, -3.92770182])]";"['Control input', array([-0.64594912, -1.95035779, -1.18652   ,  1.62474163, -1.95298318,
        0.47503422,  1.60841802,  1.25462788, -2.29709584,  1.21806245,
        3.90822609, -1.52112403,  0.8756964 , -6.3270053 ,  3.15590453,
        2.0210064 , -1.79276517, -0.43350495,  4.36205374,  6.70615293])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 260];['Population', 'Targets'];"['State', array([-1.31542577, -0.59522569,  1.10981914,  1.70362555,  0.43746501,
       -1.94975815,  1.86425239,  0.01090632, -0.20251656, -2.27569781,
       -0.37163957,  2.23351208,  1.84170633, -1.16680998, -1.93441656,
        0.97609396, -0.85458533, -1.12068165, -5.44388527, -3.87388616,
       -1.83794463,  1.04578359, -0.1363016 , -2.21027386,  1.67244491,
        1.07759229, -0.68632623,  1.98353305,  0.53876704,  1.9333535 ,
       -0.08363501,  2.21131848, -0.33648653, -2.0195998 ,  1.38210716,
       -1.37562631,  1.85441468, -1.25015524, -1.78813005,  0.98587638])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 3.36252604,  2.03041499,  1.34122207, -3.57297942,  3.66683587,
       -1.83387272, -6.91964255, -5.03615617, -0.06223364, -4.38318505,
        2.01142404,  3.34282827, -1.56221228, -3.23578868, -1.71579157,
        3.45866703,  3.71335579,  0.09179749, -2.5949986 , -3.88608357])]";"['Control input', array([-1.61826270e+00, -1.01374025e+00, -2.18416789e+00,  1.03335269e+00,
       -2.20180362e+00,  1.60689964e-03,  1.34168824e+00,  1.36764730e+00,
        0.00000000e+00,  0.00000000e+00, -3.79740959e-01, -1.77451913e+00,
        4.26484315e+00, -1.38532456e+00,  3.69764389e+00,  2.73734549e-01,
       -1.82907734e+00,  2.61240271e-02,  0.00000000e+00,  0.00000000e+00])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 270];['Population', 'Targets'];"['State', array([-1.38158586, -0.40559006,  0.37490786,  0.84554588,  0.20985182,
       -0.90191423,  0.82458307, -0.10287666,  0.01151678, -0.86361673,
       -0.2223735 ,  1.35025076,  0.63942117, -0.52585085, -1.75787073,
        0.29912325, -0.84706278, -0.608041  , -4.72713715, -3.31042073,
       -1.67933809,  0.33030037, -0.02185964, -1.03279909,  0.69266185,
        0.61740827, -0.34722359,  1.16140615,  0.14141976,  1.0478054 ,
       -0.22105819,  1.45611767, -0.09402297, -0.93491337,  0.68980385,
       -0.66820467,  0.66074922, -0.61211472, -1.49180449,  0.44297006])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 2.33604303,  1.62132589,  1.80707322, -2.16967383,  3.09484976,
       -1.83542526, -6.2444911 , -4.3924891 , -0.06223364, -4.38318505,
        0.45469838,  3.02229768, -1.57140436, -2.11808021, -2.58658957,
        1.78255205,  2.73708004, -0.11015766, -2.5949986 , -3.88608357])]";"['Control input', array([-2.0528453 , -0.77765385, -0.36159963,  2.06216462,  0.        ,
        0.        ,  1.55959409,  1.13311431,  0.        ,  0.        ,
       -2.6853334 , -0.92727193, -3.37327065,  4.29496939, -1.51670671,
       -3.86147006, -2.112256  , -0.59245991,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 280];['Population', 'Targets'];"['State', array([-0.43655226,  0.04648091, -0.16281185,  0.02296189, -0.18624297,
       -0.23166103, -0.19590674, -0.1062214 , -0.17730333, -0.27252715,
       -0.43281645,  0.22205799, -0.11906907, -0.13957495, -0.56521103,
        0.26524787, -0.26507537, -0.08936954, -4.34024613, -2.44226106,
       -0.42108217,  0.18396984, -0.22008007, -0.30043209, -0.19605806,
        0.01452503, -0.32939641,  0.09705477, -0.28983534,  0.09875573,
       -0.44982488,  0.24762364, -0.15971209, -0.14796704, -0.10399882,
       -0.13345195, -0.16644196, -0.12774864, -0.40937792,  0.14357966])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([-0.05398347,  1.59103346,  0.14832988, -1.83748657,  3.09484976,
       -1.83542526, -5.69484365, -3.67573146, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -2.07546225, -0.05748445, -2.68064233,
        0.93402688,  2.06586314, -0.21042058, -2.5949986 , -3.88608357])]";"['Control input', array([-5.1917501 , -1.7153828 , -3.47888753,  1.44135686,  0.        ,
        0.        ,  0.72338287,  1.88355279,  0.        ,  0.        ,
        0.        ,  0.        ,  0.95872485,  3.37663621,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 290];['Population', 'Targets'];"['State', array([ 0.15965214, -0.50648515,  0.48409831, -0.60035468,  0.1778424 ,
       -0.54122133,  0.36722671, -0.59396845,  0.23538629, -0.51893983,
        0.37084278, -0.56291637,  0.68339411, -0.54324717,  0.14508954,
       -0.50945832,  0.44400658, -0.53840384, -3.80683084, -1.65175761,
        0.33752211, -0.55532546,  0.46629561, -0.63243084,  0.3445687 ,
       -0.58454533,  0.29181465, -0.5879572 ,  0.42512034, -0.53658512,
        0.58474085, -0.55817869,  0.46758887, -0.51402284,  0.32624342,
       -0.54036375,  0.33854697, -0.59415702,  0.27778003, -0.57113778])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 0.72476762, -0.02330736, -0.16373613, -1.5657604 ,  3.09484976,
       -1.83542526, -5.26750486, -2.72417288, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -2.07546225, -0.05748445, -2.68064233,
        0.93402688,  2.06586314, -0.21042058, -2.5949986 , -3.88608357])]";"['Control input', array([ 3.71045822, -3.27575473,  0.        ,  0.        ,  0.        ,
        0.        ,  0.89842664,  2.00749347,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 300];['Population', 'Targets'];"['State', array([ 5.29151342e-02,  7.71050886e-01, -6.83689247e-02,  6.42522739e-01,
        7.73702861e-03,  7.84794309e-01, -3.96837683e-02,  6.68091808e-01,
       -3.82143502e-03,  7.60331244e-01, -5.29608745e-02,  6.83468291e-01,
       -3.20122860e-01,  4.44604143e-01,  3.40765933e-02,  7.36272245e-01,
        3.32046277e-02,  7.15286630e-01, -3.23158042e+00, -1.34231172e+00,
       -3.14061318e-02,  7.28370660e-01, -4.25685549e-02,  6.79762794e-01,
        6.82654175e-02,  7.63821178e-01,  1.24916800e-03,  6.78854998e-01,
       -6.62034925e-03,  7.43822679e-01, -1.12654640e-01,  6.49305764e-01,
       -2.28885750e-02,  7.32962080e-01, -3.92427814e-03,  7.76822705e-01,
       -3.45158152e-02,  7.31842380e-01, -2.15397635e-02,  7.53881317e-01])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([-0.46515023, -0.68079121, -0.03298783, -1.75383927,  3.09484976,
       -1.83542526, -4.76713055, -2.11753018, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.4548026 ,  0.75684723, -2.68064233,
        0.93402688,  2.06586314, -0.21042058, -2.5949986 , -3.88608357])]";"['Control input', array([-3.8374323 ,  5.23122788,  0.        ,  0.        ,  0.        ,
        0.        ,  1.00669489,  0.73554243,  0.        ,  0.        ,
        0.        ,  0.        ,  3.97479942,  4.29182002,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 310];['Population', 'Targets'];"['State', array([ 2.49531531,  2.00426941,  2.42364613,  1.88341194,  2.340439  ,
        1.98643688,  2.39412331,  1.99620163,  2.45584677,  1.89805073,
        2.32502388,  2.13721811,  2.387137  ,  1.66388644,  2.42235599,
        1.9947349 ,  2.3818797 ,  2.14893069, -2.28116483, -1.33407517,
        2.37848116,  1.8441567 ,  2.3048321 ,  2.0782132 ,  2.37471005,
        2.04709566,  2.45928611,  1.93812728,  2.36499337,  2.06349096,
        2.32709412,  1.81999213,  2.36045907,  2.03800552,  2.39527527,
        1.86518399,  2.43499516,  1.98165417,  2.36533664,  2.11282735])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 1.63282131,  1.84279766, -0.03298783, -1.75383927,  3.09484976,
       -1.83542526, -3.99273685, -1.84428791, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  2.06586314, -0.21042058, -2.5949986 , -3.88608357])]";"['Control input', array([ 5.15149994,  3.67423881,  0.        ,  0.        ,  0.        ,
        0.        ,  1.70770084, -0.08410963,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 320];['Population', 'Targets'];"['State', array([ 4.2483625 ,  1.18401452,  3.92104441,  1.02286968,  4.26142922,
        1.2928797 ,  4.03791945,  1.13236601,  3.89802009,  0.96025829,
        4.90243327,  2.23082983,  3.83255997,  0.93194758,  4.16814775,
        1.2616662 ,  4.51464071,  1.71376743, -1.79773683, -1.21530153,
        3.87052355,  0.93470997,  4.81816242,  2.08306408,  4.28549379,
        1.2030645 ,  4.00727717,  1.05514714,  4.21944401,  1.21869511,
        3.86059327,  1.00967537,  4.07741361,  1.28953422,  3.95995179,
        0.97178488,  4.28092783,  1.28998776,  4.67215718,  1.6866048 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.25341116,  2.85114928, -0.03298783, -1.75383927,  3.09484976,
       -1.83542526, -3.20468388, -1.9089209 , -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  2.06586314, -0.21042058, -2.5949986 , -3.88608357])]";"['Control input', array([5.48535229, 0.26569082, 0.        , 0.        , 0.        ,
       0.        , 1.28391542, 0.02742811, 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 330];['Population', 'Targets'];"['State', array([ 5.01004098,  1.07312236,  4.06295859,  1.67140457,  4.50898255,
        1.41236179,  4.20792983,  1.49983064,  3.94850899,  1.5941379 ,
        6.12976834,  0.39780594,  4.1325881 ,  1.61396418,  4.74057947,
        1.2892224 ,  4.9825712 ,  1.14350968, -1.46588448, -0.95909161,
        4.2832848 ,  1.50236822,  5.8384573 ,  0.37682378,  4.42767033,
        1.45081568,  4.60189746,  1.36051751,  3.98016028,  1.57522514,
        4.15512944,  1.60542648,  3.98656733,  1.76228938,  4.10648325,
        1.68267197,  4.73033592,  1.26004421,  5.54555176,  0.52507405])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 5.1704895 ,  1.75441347, -0.03298783, -1.75383927,  3.09484976,
       -1.83542526, -2.79190094, -1.78053573, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  5.16485349,  0.67333081, -2.5949986 , -3.88608357])]";"['Control input', array([-7.57576708, -2.57055503,  0.        ,  0.        ,  0.        ,
        0.        ,  0.81162966,  0.47606445,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  6.7468912 ,  0.12177801,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 340];['Population', 'Targets'];"['State', array([ 3.34356834,  0.71185736,  3.03614672,  1.86326642,  2.9416025 ,
        1.51262687,  3.00191644,  1.56824913,  3.01788206,  1.58919617,
        7.61316121, -1.53638353,  3.00557661,  1.66744932,  3.14046362,
        1.1348362 ,  3.28703223,  0.73827319, -1.11546045, -0.72172934,
        2.93719066,  1.58407977,  6.14354936, -1.50143239,  2.97669098,
        1.59385577,  2.99366928,  1.2881882 ,  2.98610445,  1.65228447,
        2.96190031,  1.76741935,  2.95951659,  1.93628437,  3.05304113,
        1.83826916,  3.05581215,  1.36080638,  5.96134139, -1.47986028])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.87172563,  1.8414696 , -0.36176756, -1.70391182,  3.09484976,
       -1.83542526, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  7.87016717, -0.46308057, -2.5949986 , -3.88608357])]";"['Control input', array([-2.33642422,  2.36699554, -6.57559468,  0.99854911,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  3.5107917 , -3.7356763 ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 350];['Population', 'Targets'];"['State', array([ 2.71920885,  0.50367193,  2.09208516,  1.59815811,  2.20317561,
        1.39972794,  2.25114157,  1.21615754,  2.10224114,  1.30382181,
        6.47371748, -2.66472693,  2.14782961,  1.4579889 ,  2.45156278,
        0.69370312,  2.73624906,  0.59757954,  0.28669512, -0.22413851,
        2.11668509,  1.25789247,  5.93734685, -1.66941956,  2.10412592,
        1.35491958,  2.25466166,  0.97009635,  2.13187434,  1.48929423,
        2.12550868,  1.65719691,  2.02479783,  1.8804696 ,  2.02117922,
        1.75108681,  2.28090871,  0.94972351,  5.91638625, -1.51100298])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.04234687,  1.80439268, -0.78126168, -1.31039079,  4.40611312,
       -1.3801632 , -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  8.1210159 , -2.30663215, -2.5949986 , -3.88608357])]";"['Control input', array([-0.01170309, -3.3788415 ,  5.76168266,  0.14595441,  9.38424142,
       -2.20149597,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -1.19442002, -2.71159633,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 360];['Population', 'Targets'];"['State', array([ 3.00482583,  0.51083261,  1.55402512,  1.51497269,  1.49109808,
        1.43666103,  1.55117891,  1.31310236,  1.5023014 ,  1.45078849,
        5.6985279 , -4.43457878,  1.39297836,  1.53167468,  2.53199943,
        0.83006634,  3.05875867,  0.48266854,  1.06028492,  1.05143035,
        1.46723476,  1.40184361,  6.59197629, -0.2738834 ,  1.42024616,
        1.44884148,  1.67405335,  1.21193118,  1.45917769,  1.5678958 ,
        1.54175997,  1.61773578,  1.46749233,  1.83519391,  1.48194054,
        1.62080947,  1.7830101 ,  1.18326015,  6.46110888, -0.12143089])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 2.96955957,  2.44875483,  2.47517184, -0.04999378,  6.5607767 ,
       -3.4909409 , -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
       -0.24713472,  2.60324332, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  7.3236589 , -1.55455743, -2.5949986 , -3.88608357])]";"['Control input', array([-2.02954694,  1.18893019,  5.78366324,  2.18616426,  0.92189764,
       -5.40516377,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  2.04845137,  3.80939894,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 370];['Population', 'Targets'];"['State', array([ 4.01190001,  1.97800793,  1.14364898,  0.28977691,  1.17820706,
        0.27049411,  1.12247258,  0.20832146,  1.15018613,  0.31355462,
        4.21042868, -4.89648728,  1.15620889,  0.31422043,  1.70600048,
        0.1583793 ,  4.78907417,  2.24620923,  1.14654039,  0.22431161,
        1.1369822 ,  0.30875071,  5.87344922,  0.29179786,  1.19583842,
        0.31456201,  1.32332965,  0.21836828,  1.094284  ,  0.28129796,
        1.21912517,  0.25040066,  1.27079968,  0.38440334,  1.09943443,
        0.30793636,  1.28810955,  0.24024992,  5.9994685 ,  0.42414867])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 2.75315543,  2.25222883,  4.75178957,  1.38150456,  5.84833514,
       -5.27406398, -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
        1.80978829,  1.80635558, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  7.40704741, -0.05229738, -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  3.75792105,  3.81388334, -2.48193631,
       -2.02186236,  0.        ,  0.        ,  0.        ,  0.        ,
        4.04735879, -4.53765397,  0.        ,  0.        ,  0.        ,
        0.        , -0.39961286,  2.13586088,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 380];['Population', 'Targets'];"['State', array([ 5.50880126,  2.05082799,  0.52588369, -0.42942334,  0.51561993,
       -0.39588328,  0.47370695, -0.51147375,  0.51425014, -0.38963485,
        3.34169507, -4.29160977,  0.43116547, -0.41803636,  0.89883326,
       -0.85416013,  6.18678812,  3.31457109,  0.48777523, -0.45919989,
        0.53762363, -0.43613266,  4.50708503, -1.47516442,  0.47967782,
       -0.43526667,  0.53610236, -0.52063618,  0.49166537, -0.55006322,
        0.52519744, -0.52629329,  0.48133248, -0.45266404,  0.51316633,
       -0.42706453,  0.45554942, -0.46782879,  4.47117719, -1.32634119])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 5.4381786 ,  3.30242685,  5.59713356, -0.1063043 ,  4.73893575,
       -5.4530337 , -2.4995619 , -1.55100029, -0.06223364, -4.38318505,
        2.38376012, -0.42842726, -1.23357325,  0.94853018, -2.68064233,
        0.93402688,  5.91001643, -0.43026332, -2.5949986 , -3.88608357])]";"['Control input', array([ 5.63613732,  2.02790411,  0.88714972, -4.53146043, -1.87320028,
        0.40042342,  0.        ,  0.        ,  0.        ,  0.        ,
       -1.08487581, -4.00611446,  0.        ,  0.        ,  0.        ,
        0.        , -0.10701432, -4.14045425,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
